0.0,0.0,839.0
1000.0,11.0,805.0
2000.0,30.0,778.0
3000.0,34.0,771.0
4000.0,35.0,762.0
5000.0,44.0,745.0
6000.0,48.0,738.0
7000.0,51.0,738.0
8000.0,54.0,742.0
9000.0,62.0,734.0
10000.0,73.0,722.0
11000.0,76.0,719.0
12000.0,87.0,713.0
13000.0,90.0,712.0
14000.0,79.0,708.0
15000.0,91.0,708.0
16000.0,101.0,701.0
17000.0,97.0,699.0
18000.0,101.0,692.0
19000.0,101.0,696.0
20000.0,98.0,697.0
21000.0,97.0,696.0
22000.0,102.0,701.0
23000.0,100.0,694.0
24000.0,101.0,701.0
25000.0,94.0,704.0
26000.0,91.0,698.0
27000.0,92.0,694.0
28000.0,104.0,689.0
29000.0,103.0,688.0
30000.0,104.0,678.0
31000.0,116.0,681.0
32000.0,119.0,672.0
33000.0,122.0,667.0
34000.0,132.0,662.0
35000.0,127.0,663.0
36000.0,131.0,662.0
37000.0,129.0,655.0
38000.0,130.0,676.0
39000.0,132.0,663.0
40000.0,124.0,671.0
41000.0,136.0,650.0
42000.0,142.0,649.0
43000.0,153.0,626.0
44000.0,147.0,628.0
45000.0,155.0,629.0
46000.0,156.0,628.0
47000.0,166.0,622.0
48000.0,173.0,610.0
49000.0,169.0,620.0
50000.0,165.0,625.0
51000.0,161.0,637.0
52000.0,158.0,632.0
53000.0,165.0,630.0
54000.0,158.0,633.0
55000.0,144.0,629.0
56000.0,154.0,622.0
57000.0,169.0,620.0
58000.0,175.0,618.0
59000.0,170.0,625.0
60000.0,174.0,603.0
61000.0,180.0,602.0
62000.0,180.0,606.0
63000.0,183.0,608.0
64000.0,186.0,601.0
65000.0,182.0,597.0
66000.0,186.0,590.0
67000.0,184.0,592.0
68000.0,184.0,597.0
69000.0,194.0,579.0
70000.0,192.0,582.0
71000.0,188.0,585.0
72000.0,192.0,580.0
73000.0,196.0,585.0
74000.0,193.0,585.0
75000.0,178.0,601.0
76000.0,198.0,599.0
77000.0,200.0,592.0
78000.0,202.0,583.0
79000.0,200.0,565.0
80000.0,198.0,574.0
81000.0,188.0,591.0
82000.0,194.0,587.0
83000.0,203.0,579.0
84000.0,203.0,586.0
85000.0,209.0,586.0
86000.0,206.0,580.0
87000.0,200.0,578.0
88000.0,200.0,590.0
89000.0,191.0,586.0
90000.0,199.0,584.0
91000.0,195.0,586.0
92000.0,201.0,576.0
93000.0,194.0,595.0
94000.0,192.0,593.0
95000.0,185.0,597.0
96000.0,183.0,603.0
97000.0,187.0,589.0
98000.0,190.0,592.0
99000.0,181.0,603.0
100000.0,187.0,596.0
101000.0,187.0,590.0
102000.0,196.0,589.0
103000.0,196.0,582.0
104000.0,195.0,578.0
105000.0,195.0,593.0
106000.0,187.0,602.0
107000.0,187.0,599.0
108000.0,192.0,595.0
109000.0,193.0,590.0
110000.0,193.0,581.0
111000.0,190.0,590.0
112000.0,180.0,590.0
113000.0,168.0,607.0
114000.0,175.0,596.0
115000.0,168.0,612.0
116000.0,165.0,606.0
117000.0,173.0,595.0
118000.0,168.0,613.0
119000.0,171.0,595.0
120000.0,188.0,584.0
121000.0,177.0,594.0
122000.0,187.0,595.0
123000.0,188.0,574.0
124000.0,183.0,596.0
125000.0,194.0,589.0
126000.0,180.0,591.0
127000.0,182.0,587.0
128000.0,189.0,589.0
129000.0,184.0,587.0
130000.0,185.0,583.0
131000.0,196.0,596.0
132000.0,189.0,600.0
133000.0,194.0,589.0
134000.0,194.0,580.0
135000.0,194.0,580.0
136000.0,194.0,576.0
137000.0,182.0,590.0
138000.0,178.0,594.0
139000.0,170.0,606.0
140000.0,180.0,611.0
141000.0,189.0,594.0
142000.0,192.0,598.0
143000.0,183.0,591.0
144000.0,187.0,602.0
145000.0,197.0,587.0
146000.0,193.0,585.0
147000.0,193.0,595.0
148000.0,196.0,584.0
149000.0,191.0,595.0
150000.0,200.0,590.0
151000.0,203.0,582.0
152000.0,206.0,583.0
153000.0,198.0,580.0
154000.0,213.0,574.0
155000.0,211.0,579.0
156000.0,213.0,563.0
157000.0,218.0,565.0
158000.0,219.0,550.0
159000.0,228.0,550.0
160000.0,217.0,555.0
161000.0,226.0,542.0
162000.0,225.0,556.0
163000.0,220.0,573.0
164000.0,210.0,567.0
165000.0,221.0,553.0
166000.0,225.0,548.0
167000.0,216.0,557.0
168000.0,207.0,565.0
169000.0,219.0,562.0
170000.0,218.0,561.0
171000.0,212.0,562.0
172000.0,226.0,564.0
173000.0,227.0,548.0
174000.0,217.0,547.0
175000.0,217.0,558.0
176000.0,220.0,570.0
177000.0,222.0,567.0
178000.0,223.0,541.0
179000.0,229.0,534.0
180000.0,230.0,542.0
181000.0,224.0,553.0
182000.0,226.0,549.0
183000.0,219.0,557.0
184000.0,215.0,565.0
185000.0,234.0,552.0
186000.0,232.0,550.0
187000.0,222.0,559.0
188000.0,219.0,567.0
189000.0,234.0,541.0
190000.0,229.0,547.0
191000.0,214.0,566.0
192000.0,225.0,569.0
193000.0,231.0,565.0
194000.0,221.0,558.0
195000.0,221.0,562.0
196000.0,220.0,555.0
197000.0,207.0,562.0
198000.0,215.0,555.0
199000.0,222.0,547.0
200000.0,224.0,558.0
201000.0,226.0,560.0
202000.0,230.0,562.0
203000.0,223.0,565.0
204000.0,217.0,548.0
205000.0,211.0,569.0
206000.0,207.0,571.0
207000.0,216.0,568.0
208000.0,218.0,565.0
209000.0,228.0,553.0
210000.0,230.0,549.0
211000.0,225.0,559.0
212000.0,221.0,553.0
213000.0,219.0,546.0
214000.0,225.0,551.0
215000.0,228.0,550.0
216000.0,218.0,543.0
217000.0,233.0,542.0
218000.0,225.0,551.0
219000.0,230.0,557.0
220000.0,221.0,559.0
221000.0,233.0,554.0
222000.0,232.0,549.0
223000.0,234.0,543.0
224000.0,244.0,540.0
225000.0,251.0,526.0
226000.0,243.0,533.0
227000.0,253.0,523.0
228000.0,250.0,521.0
229000.0,260.0,520.0
230000.0,256.0,515.0
231000.0,262.0,518.0
232000.0,249.0,517.0
233000.0,258.0,514.0
234000.0,245.0,518.0
235000.0,242.0,525.0
236000.0,241.0,532.0
237000.0,253.0,520.0
238000.0,239.0,539.0
239000.0,236.0,542.0
240000.0,227.0,547.0
241000.0,227.0,548.0
242000.0,225.0,552.0
243000.0,235.0,550.0
244000.0,237.0,550.0
245000.0,229.0,543.0
246000.0,231.0,538.0
247000.0,240.0,536.0
248000.0,257.0,521.0
249000.0,244.0,529.0
250000.0,239.0,537.0
251000.0,233.0,549.0
252000.0,226.0,547.0
253000.0,231.0,547.0
254000.0,225.0,556.0
255000.0,219.0,558.0
256000.0,215.0,561.0
257000.0,213.0,561.0
258000.0,215.0,557.0
259000.0,208.0,563.0
260000.0,204.0,562.0
261000.0,220.0,566.0
262000.0,221.0,548.0
263000.0,232.0,557.0
264000.0,222.0,545.0
265000.0,220.0,555.0
266000.0,213.0,560.0
267000.0,214.0,558.0
268000.0,217.0,570.0
269000.0,209.0,561.0
270000.0,210.0,551.0
271000.0,211.0,568.0
272000.0,214.0,551.0
273000.0,204.0,571.0
274000.0,215.0,571.0
275000.0,208.0,583.0
276000.0,200.0,568.0
277000.0,202.0,574.0
278000.0,205.0,574.0
279000.0,212.0,576.0
280000.0,206.0,571.0
281000.0,207.0,573.0
282000.0,196.0,575.0
283000.0,193.0,584.0
284000.0,207.0,582.0
285000.0,196.0,592.0
286000.0,196.0,588.0
287000.0,195.0,578.0
288000.0,198.0,579.0
289000.0,206.0,565.0
290000.0,198.0,583.0
291000.0,208.0,584.0
292000.0,203.0,577.0
293000.0,206.0,576.0
294000.0,210.0,573.0
295000.0,207.0,569.0
296000.0,209.0,572.0
297000.0,209.0,565.0
298000.0,205.0,585.0
299000.0,220.0,565.0
300000.0,210.0,575.0
301000.0,217.0,565.0
302000.0,204.0,571.0
303000.0,205.0,580.0
304000.0,212.0,572.0
305000.0,220.0,567.0
306000.0,206.0,575.0
307000.0,198.0,581.0
308000.0,199.0,581.0
309000.0,186.0,595.0
310000.0,188.0,585.0
311000.0,196.0,587.0
312000.0,190.0,594.0
313000.0,181.0,597.0
314000.0,179.0,605.0
315000.0,169.0,606.0
316000.0,187.0,609.0
317000.0,178.0,604.0
318000.0,193.0,603.0
319000.0,178.0,602.0
320000.0,182.0,612.0
