0.0,0.0,223.0,223.0,222.0,222.0
1000.0,4.0,178.0,161.0,185.0,167.0
2000.0,11.0,173.0,165.0,163.0,162.0
3000.0,12.0,176.0,174.0,172.0,158.0
4000.0,23.0,171.0,186.0,168.0,156.0
5000.0,26.0,173.0,180.0,168.0,159.0
6000.0,21.0,176.0,193.0,173.0,145.0
7000.0,28.0,186.0,176.0,169.0,157.0
8000.0,32.0,179.0,166.0,166.0,154.0
9000.0,37.0,177.0,159.0,188.0,148.0
10000.0,39.0,191.0,158.0,184.0,156.0
11000.0,36.0,180.0,158.0,178.0,156.0
12000.0,41.0,186.0,148.0,193.0,160.0
13000.0,41.0,180.0,148.0,204.0,162.0
14000.0,38.0,163.0,151.0,206.0,158.0
15000.0,43.0,189.0,145.0,208.0,151.0
16000.0,41.0,191.0,152.0,210.0,147.0
17000.0,44.0,182.0,155.0,213.0,154.0
18000.0,46.0,176.0,165.0,207.0,153.0
19000.0,44.0,171.0,175.0,205.0,156.0
20000.0,46.0,170.0,184.0,202.0,156.0
21000.0,46.0,154.0,188.0,201.0,159.0
22000.0,43.0,158.0,183.0,198.0,152.0
23000.0,44.0,166.0,175.0,207.0,152.0
24000.0,51.0,171.0,182.0,184.0,162.0
25000.0,55.0,168.0,175.0,193.0,150.0
26000.0,56.0,168.0,173.0,183.0,150.0
27000.0,60.0,167.0,177.0,191.0,149.0
28000.0,63.0,166.0,189.0,194.0,148.0
29000.0,62.0,169.0,181.0,188.0,142.0
30000.0,63.0,175.0,165.0,197.0,143.0
31000.0,62.0,157.0,170.0,194.0,155.0
32000.0,67.0,165.0,166.0,194.0,150.0
33000.0,67.0,166.0,161.0,196.0,158.0
34000.0,69.0,173.0,165.0,193.0,152.0
35000.0,71.0,184.0,162.0,189.0,149.0
36000.0,69.0,181.0,161.0,181.0,159.0
37000.0,67.0,188.0,158.0,186.0,149.0
38000.0,73.0,189.0,171.0,184.0,150.0
39000.0,73.0,171.0,151.0,201.0,157.0
40000.0,70.0,166.0,161.0,194.0,151.0
41000.0,68.0,159.0,158.0,193.0,158.0
42000.0,74.0,169.0,156.0,200.0,149.0
43000.0,78.0,175.0,155.0,188.0,145.0
44000.0,77.0,170.0,174.0,197.0,144.0
45000.0,69.0,172.0,169.0,194.0,146.0
46000.0,69.0,176.0,171.0,195.0,135.0
47000.0,67.0,188.0,169.0,188.0,132.0
48000.0,67.0,186.0,173.0,178.0,140.0
49000.0,71.0,180.0,162.0,180.0,139.0
50000.0,68.0,182.0,150.0,186.0,144.0
51000.0,69.0,184.0,166.0,186.0,139.0
52000.0,67.0,191.0,164.0,190.0,134.0
53000.0,67.0,196.0,164.0,189.0,140.0
54000.0,74.0,189.0,162.0,193.0,143.0
55000.0,70.0,184.0,161.0,198.0,141.0
56000.0,67.0,189.0,151.0,194.0,141.0
57000.0,72.0,191.0,153.0,187.0,145.0
58000.0,86.0,185.0,150.0,184.0,133.0
59000.0,86.0,175.0,150.0,178.0,137.0
60000.0,85.0,175.0,158.0,183.0,135.0
61000.0,84.0,183.0,152.0,194.0,125.0
62000.0,87.0,188.0,157.0,201.0,126.0
63000.0,86.0,185.0,165.0,182.0,116.0
64000.0,98.0,175.0,177.0,178.0,122.0
65000.0,91.0,179.0,173.0,180.0,118.0
66000.0,94.0,181.0,174.0,174.0,117.0
67000.0,99.0,188.0,170.0,179.0,120.0
68000.0,94.0,185.0,171.0,179.0,117.0
69000.0,104.0,184.0,159.0,176.0,117.0
70000.0,94.0,187.0,167.0,177.0,113.0
71000.0,98.0,189.0,171.0,187.0,110.0
72000.0,98.0,186.0,177.0,175.0,117.0
73000.0,92.0,215.0,170.0,162.0,114.0
74000.0,84.0,210.0,179.0,157.0,115.0
75000.0,84.0,223.0,171.0,166.0,112.0
76000.0,86.0,206.0,175.0,168.0,110.0
77000.0,87.0,208.0,181.0,171.0,108.0
78000.0,79.0,198.0,180.0,182.0,113.0
79000.0,76.0,208.0,181.0,174.0,111.0
80000.0,79.0,213.0,179.0,166.0,114.0
81000.0,78.0,226.0,179.0,152.0,121.0
82000.0,74.0,214.0,179.0,163.0,113.0
83000.0,79.0,217.0,188.0,177.0,104.0
84000.0,77.0,208.0,191.0,159.0,100.0
85000.0,72.0,207.0,180.0,166.0,107.0
86000.0,73.0,226.0,166.0,170.0,112.0
87000.0,72.0,216.0,177.0,154.0,114.0
88000.0,80.0,207.0,179.0,168.0,112.0
89000.0,73.0,215.0,186.0,164.0,115.0
90000.0,78.0,218.0,181.0,166.0,112.0
91000.0,73.0,220.0,176.0,163.0,113.0
92000.0,72.0,216.0,168.0,167.0,120.0
93000.0,68.0,217.0,172.0,160.0,113.0
94000.0,77.0,226.0,167.0,149.0,126.0
95000.0,78.0,229.0,175.0,147.0,121.0
96000.0,74.0,238.0,194.0,150.0,114.0
97000.0,80.0,234.0,185.0,149.0,114.0
98000.0,81.0,227.0,186.0,148.0,113.0
99000.0,79.0,224.0,188.0,146.0,113.0
100000.0,79.0,230.0,184.0,151.0,111.0
101000.0,80.0,240.0,170.0,147.0,111.0
102000.0,82.0,222.0,176.0,139.0,115.0
103000.0,78.0,229.0,180.0,144.0,111.0
104000.0,82.0,226.0,177.0,138.0,108.0
105000.0,81.0,221.0,190.0,139.0,108.0
106000.0,79.0,238.0,181.0,141.0,101.0
107000.0,83.0,249.0,174.0,137.0,102.0
108000.0,87.0,241.0,176.0,131.0,103.0
109000.0,80.0,245.0,180.0,130.0,104.0
110000.0,83.0,245.0,188.0,139.0,101.0
111000.0,77.0,253.0,188.0,151.0,111.0
112000.0,80.0,240.0,195.0,148.0,104.0
113000.0,79.0,244.0,178.0,146.0,109.0
114000.0,79.0,229.0,185.0,136.0,103.0
115000.0,89.0,235.0,180.0,149.0,93.0
116000.0,91.0,237.0,175.0,137.0,85.0
117000.0,103.0,246.0,178.0,144.0,83.0
118000.0,97.0,241.0,171.0,149.0,83.0
119000.0,88.0,258.0,180.0,148.0,89.0
