0.0,0.0,155.0,155.0,155.0,155.0,155.0,155.0
1000.0,1.0,108.0,125.0,105.0,104.0,101.0,117.0
2000.0,3.0,111.0,111.0,113.0,108.0,115.0,115.0
3000.0,6.0,114.0,127.0,119.0,121.0,122.0,111.0
4000.0,7.0,118.0,123.0,116.0,118.0,120.0,106.0
5000.0,8.0,126.0,128.0,125.0,132.0,107.0,97.0
6000.0,8.0,118.0,136.0,125.0,127.0,100.0,108.0
7000.0,7.0,114.0,135.0,123.0,130.0,113.0,96.0
8000.0,8.0,127.0,133.0,131.0,130.0,110.0,92.0
9000.0,10.0,121.0,125.0,127.0,140.0,108.0,86.0
10000.0,13.0,128.0,127.0,122.0,142.0,106.0,89.0
11000.0,11.0,134.0,122.0,130.0,148.0,99.0,81.0
12000.0,10.0,137.0,121.0,123.0,146.0,103.0,84.0
13000.0,12.0,146.0,129.0,124.0,141.0,103.0,89.0
14000.0,11.0,144.0,134.0,115.0,135.0,113.0,89.0
15000.0,9.0,131.0,151.0,120.0,138.0,125.0,80.0
16000.0,10.0,132.0,149.0,126.0,141.0,124.0,78.0
17000.0,11.0,141.0,141.0,108.0,139.0,144.0,76.0
18000.0,12.0,141.0,144.0,124.0,137.0,133.0,72.0
19000.0,11.0,136.0,145.0,115.0,132.0,137.0,70.0
20000.0,17.0,131.0,140.0,117.0,134.0,134.0,67.0
21000.0,17.0,146.0,149.0,113.0,134.0,122.0,68.0
22000.0,20.0,133.0,164.0,117.0,145.0,114.0,67.0
23000.0,21.0,125.0,168.0,107.0,160.0,121.0,69.0
24000.0,16.0,129.0,167.0,108.0,163.0,121.0,66.0
25000.0,13.0,123.0,159.0,102.0,160.0,121.0,60.0
26000.0,14.0,133.0,159.0,111.0,162.0,127.0,57.0
27000.0,15.0,125.0,166.0,113.0,165.0,117.0,57.0
28000.0,16.0,121.0,169.0,115.0,163.0,119.0,57.0
29000.0,14.0,114.0,166.0,119.0,162.0,127.0,53.0
30000.0,17.0,122.0,162.0,121.0,167.0,120.0,50.0
31000.0,18.0,114.0,166.0,125.0,171.0,121.0,54.0
32000.0,20.0,106.0,167.0,132.0,171.0,122.0,62.0
33000.0,21.0,114.0,155.0,137.0,170.0,119.0,52.0
34000.0,22.0,118.0,163.0,124.0,170.0,120.0,47.0
35000.0,22.0,119.0,170.0,125.0,169.0,119.0,51.0
36000.0,25.0,117.0,178.0,129.0,161.0,121.0,49.0
37000.0,22.0,111.0,181.0,134.0,167.0,115.0,44.0
38000.0,24.0,112.0,196.0,122.0,174.0,107.0,44.0
39000.0,22.0,111.0,205.0,117.0,178.0,107.0,42.0
40000.0,21.0,108.0,200.0,130.0,170.0,111.0,40.0
41000.0,20.0,111.0,204.0,124.0,185.0,113.0,40.0
42000.0,19.0,116.0,198.0,114.0,165.0,116.0,44.0
43000.0,22.0,104.0,204.0,115.0,164.0,117.0,42.0
44000.0,20.0,100.0,203.0,115.0,178.0,105.0,38.0
45000.0,21.0,103.0,207.0,123.0,170.0,109.0,39.0
46000.0,21.0,105.0,219.0,109.0,175.0,109.0,39.0
47000.0,22.0,110.0,212.0,116.0,174.0,112.0,39.0
48000.0,23.0,107.0,207.0,115.0,169.0,113.0,42.0
49000.0,25.0,107.0,213.0,119.0,163.0,108.0,45.0
50000.0,29.0,106.0,207.0,118.0,165.0,106.0,39.0
51000.0,30.0,91.0,214.0,129.0,171.0,97.0,42.0
52000.0,26.0,96.0,201.0,121.0,184.0,90.0,47.0
53000.0,31.0,96.0,211.0,120.0,186.0,88.0,46.0
54000.0,28.0,88.0,211.0,122.0,189.0,81.0,42.0
55000.0,29.0,94.0,207.0,130.0,187.0,81.0,48.0
56000.0,28.0,95.0,210.0,134.0,186.0,93.0,42.0
57000.0,31.0,89.0,214.0,134.0,177.0,84.0,42.0
58000.0,33.0,89.0,219.0,121.0,177.0,87.0,46.0
59000.0,30.0,89.0,220.0,128.0,173.0,77.0,43.0
60000.0,25.0,89.0,216.0,130.0,182.0,73.0,42.0
61000.0,25.0,88.0,232.0,129.0,186.0,74.0,45.0
62000.0,23.0,87.0,231.0,141.0,183.0,75.0,45.0
63000.0,23.0,96.0,223.0,131.0,186.0,78.0,41.0
64000.0,25.0,104.0,213.0,124.0,174.0,79.0,46.0
65000.0,23.0,104.0,218.0,136.0,180.0,83.0,43.0
66000.0,21.0,91.0,230.0,141.0,182.0,82.0,43.0
67000.0,25.0,84.0,236.0,140.0,169.0,79.0,51.0
68000.0,30.0,84.0,246.0,139.0,162.0,80.0,58.0
69000.0,29.0,84.0,226.0,133.0,160.0,85.0,53.0
70000.0,34.0,82.0,224.0,132.0,156.0,82.0,57.0
71000.0,33.0,82.0,231.0,138.0,167.0,77.0,56.0
72000.0,29.0,77.0,230.0,137.0,159.0,79.0,53.0
73000.0,33.0,76.0,245.0,136.0,164.0,69.0,47.0
74000.0,35.0,72.0,244.0,144.0,181.0,73.0,51.0
75000.0,30.0,74.0,239.0,133.0,171.0,77.0,54.0
76000.0,31.0,70.0,243.0,141.0,163.0,73.0,54.0
77000.0,31.0,74.0,235.0,139.0,169.0,85.0,54.0
78000.0,35.0,73.0,224.0,139.0,173.0,79.0,50.0
79000.0,34.0,77.0,230.0,139.0,181.0,79.0,50.0
80000.0,34.0,65.0,228.0,132.0,181.0,86.0,46.0
81000.0,36.0,64.0,225.0,143.0,176.0,82.0,47.0
82000.0,37.0,63.0,218.0,147.0,178.0,86.0,50.0
83000.0,36.0,61.0,211.0,141.0,192.0,85.0,44.0
84000.0,43.0,55.0,213.0,145.0,180.0,77.0,49.0
85000.0,31.0,57.0,225.0,150.0,189.0,81.0,51.0
86000.0,30.0,61.0,207.0,145.0,192.0,77.0,47.0
87000.0,33.0,63.0,201.0,146.0,200.0,74.0,52.0
88000.0,38.0,57.0,191.0,141.0,203.0,65.0,44.0
89000.0,40.0,65.0,191.0,136.0,211.0,72.0,46.0
90000.0,30.0,62.0,191.0,129.0,222.0,66.0,49.0
91000.0,35.0,61.0,205.0,133.0,231.0,62.0,47.0
92000.0,43.0,56.0,211.0,140.0,219.0,59.0,46.0
93000.0,38.0,58.0,209.0,132.0,220.0,60.0,44.0
94000.0,34.0,54.0,206.0,129.0,219.0,61.0,40.0
95000.0,42.0,52.0,220.0,128.0,223.0,63.0,42.0
96000.0,36.0,53.0,225.0,130.0,220.0,55.0,39.0
97000.0,35.0,54.0,229.0,133.0,236.0,60.0,38.0
98000.0,35.0,61.0,230.0,137.0,233.0,61.0,38.0
99000.0,30.0,59.0,247.0,132.0,224.0,59.0,39.0
100000.0,33.0,61.0,231.0,135.0,226.0,59.0,36.0
101000.0,34.0,61.0,230.0,129.0,239.0,66.0,39.0
102000.0,33.0,58.0,223.0,118.0,240.0,58.0,43.0
103000.0,40.0,54.0,235.0,123.0,241.0,54.0,41.0
104000.0,41.0,50.0,245.0,115.0,237.0,58.0,37.0
105000.0,37.0,51.0,227.0,119.0,236.0,64.0,41.0
106000.0,36.0,46.0,231.0,117.0,234.0,65.0,39.0
107000.0,39.0,46.0,241.0,117.0,243.0,61.0,41.0
108000.0,39.0,42.0,226.0,124.0,249.0,54.0,40.0
109000.0,37.0,45.0,235.0,117.0,256.0,59.0,38.0
110000.0,38.0,42.0,223.0,117.0,263.0,59.0,39.0
111000.0,34.0,41.0,224.0,119.0,254.0,58.0,32.0
112000.0,36.0,44.0,230.0,116.0,263.0,51.0,35.0
113000.0,37.0,41.0,233.0,110.0,272.0,49.0,38.0
114000.0,32.0,45.0,233.0,117.0,270.0,51.0,37.0
115000.0,32.0,46.0,220.0,115.0,264.0,54.0,39.0
116000.0,35.0,39.0,220.0,111.0,264.0,58.0,41.0
117000.0,35.0,37.0,226.0,111.0,268.0,59.0,45.0
118000.0,37.0,38.0,227.0,113.0,266.0,56.0,47.0
119000.0,36.0,35.0,228.0,116.0,273.0,54.0,44.0
120000.0,37.0,34.0,214.0,116.0,279.0,53.0,49.0
121000.0,40.0,38.0,213.0,109.0,285.0,57.0,49.0
122000.0,37.0,33.0,217.0,101.0,297.0,58.0,43.0
123000.0,33.0,37.0,222.0,105.0,283.0,55.0,42.0
124000.0,34.0,33.0,216.0,110.0,284.0,53.0,45.0
125000.0,39.0,34.0,213.0,118.0,282.0,55.0,41.0
126000.0,38.0,38.0,201.0,113.0,298.0,52.0,41.0
127000.0,38.0,35.0,193.0,116.0,287.0,54.0,52.0
128000.0,40.0,35.0,198.0,120.0,297.0,54.0,35.0
129000.0,39.0,36.0,199.0,133.0,309.0,47.0,38.0
130000.0,37.0,32.0,193.0,138.0,299.0,44.0,37.0
131000.0,33.0,28.0,201.0,140.0,306.0,44.0,38.0
132000.0,37.0,30.0,208.0,128.0,294.0,48.0,40.0
133000.0,35.0,36.0,222.0,120.0,305.0,46.0,34.0
134000.0,31.0,29.0,212.0,129.0,310.0,45.0,34.0
135000.0,30.0,27.0,215.0,124.0,317.0,46.0,35.0
136000.0,31.0,30.0,215.0,122.0,325.0,48.0,37.0
137000.0,30.0,29.0,215.0,124.0,320.0,49.0,36.0
138000.0,28.0,34.0,211.0,125.0,322.0,46.0,34.0
139000.0,24.0,35.0,205.0,122.0,323.0,47.0,43.0
140000.0,26.0,37.0,206.0,115.0,322.0,50.0,46.0
141000.0,27.0,34.0,209.0,113.0,313.0,50.0,41.0
142000.0,29.0,34.0,217.0,124.0,301.0,49.0,38.0
143000.0,25.0,38.0,221.0,119.0,313.0,44.0,34.0
144000.0,28.0,38.0,214.0,119.0,314.0,45.0,36.0
145000.0,30.0,40.0,208.0,119.0,302.0,44.0,31.0
146000.0,27.0,40.0,213.0,116.0,316.0,42.0,34.0
147000.0,30.0,49.0,214.0,123.0,311.0,40.0,36.0
148000.0,33.0,39.0,210.0,122.0,320.0,43.0,34.0
149000.0,32.0,35.0,207.0,108.0,316.0,47.0,39.0
150000.0,29.0,34.0,215.0,119.0,322.0,44.0,31.0
151000.0,29.0,31.0,223.0,123.0,316.0,40.0,29.0
152000.0,26.0,30.0,219.0,130.0,316.0,41.0,32.0
153000.0,24.0,33.0,215.0,121.0,331.0,39.0,31.0
154000.0,22.0,30.0,216.0,120.0,324.0,35.0,35.0
155000.0,26.0,37.0,209.0,117.0,336.0,38.0,29.0
156000.0,24.0,38.0,204.0,115.0,343.0,40.0,33.0
157000.0,24.0,38.0,218.0,116.0,330.0,41.0,34.0
158000.0,29.0,35.0,214.0,111.0,341.0,38.0,35.0
159000.0,25.0,35.0,217.0,110.0,347.0,34.0,36.0
160000.0,26.0,30.0,218.0,107.0,340.0,36.0,35.0
161000.0,24.0,31.0,219.0,108.0,341.0,34.0,33.0
162000.0,27.0,29.0,232.0,107.0,325.0,36.0,36.0
163000.0,31.0,30.0,233.0,104.0,348.0,36.0,38.0
164000.0,32.0,26.0,230.0,99.0,336.0,34.0,34.0
165000.0,30.0,33.0,229.0,104.0,349.0,35.0,38.0
166000.0,30.0,30.0,229.0,103.0,321.0,32.0,35.0
167000.0,30.0,29.0,224.0,108.0,336.0,38.0,35.0
168000.0,30.0,29.0,212.0,109.0,344.0,40.0,38.0
169000.0,25.0,26.0,213.0,103.0,343.0,40.0,31.0
170000.0,28.0,35.0,207.0,97.0,356.0,37.0,34.0
171000.0,27.0,31.0,219.0,97.0,354.0,38.0,34.0
172000.0,28.0,32.0,214.0,101.0,347.0,43.0,33.0
173000.0,30.0,29.0,215.0,104.0,346.0,48.0,29.0
174000.0,36.0,24.0,209.0,103.0,342.0,46.0,32.0
175000.0,35.0,29.0,217.0,103.0,334.0,43.0,33.0
176000.0,34.0,26.0,220.0,101.0,330.0,41.0,34.0
177000.0,33.0,27.0,217.0,104.0,335.0,47.0,27.0
178000.0,31.0,28.0,205.0,108.0,345.0,46.0,32.0
179000.0,31.0,27.0,203.0,103.0,341.0,49.0,34.0
180000.0,31.0,28.0,203.0,99.0,351.0,49.0,39.0
181000.0,29.0,32.0,207.0,97.0,347.0,47.0,42.0
182000.0,32.0,29.0,214.0,99.0,336.0,49.0,35.0
183000.0,28.0,31.0,206.0,99.0,345.0,52.0,39.0
184000.0,32.0,34.0,211.0,96.0,348.0,48.0,34.0
185000.0,29.0,30.0,213.0,92.0,346.0,53.0,39.0
186000.0,28.0,27.0,219.0,93.0,351.0,51.0,35.0
187000.0,25.0,29.0,226.0,94.0,334.0,48.0,37.0
188000.0,24.0,27.0,226.0,96.0,329.0,58.0,40.0
189000.0,23.0,31.0,214.0,93.0,331.0,54.0,41.0
190000.0,27.0,30.0,227.0,91.0,334.0,52.0,40.0
191000.0,27.0,29.0,219.0,97.0,335.0,53.0,38.0
192000.0,29.0,28.0,210.0,95.0,341.0,51.0,39.0
193000.0,30.0,29.0,214.0,94.0,334.0,57.0,37.0
194000.0,29.0,27.0,216.0,96.0,337.0,51.0,32.0
195000.0,33.0,26.0,206.0,101.0,338.0,49.0,36.0
196000.0,29.0,27.0,204.0,109.0,350.0,50.0,33.0
197000.0,30.0,27.0,204.0,110.0,360.0,44.0,30.0
198000.0,36.0,29.0,195.0,104.0,361.0,43.0,30.0
199000.0,34.0,26.0,201.0,98.0,362.0,44.0,32.0
200000.0,32.0,29.0,207.0,99.0,356.0,46.0,37.0
201000.0,33.0,30.0,196.0,97.0,362.0,43.0,35.0
202000.0,32.0,28.0,200.0,93.0,367.0,43.0,38.0
203000.0,32.0,28.0,201.0,101.0,368.0,42.0,39.0
204000.0,34.0,28.0,202.0,102.0,370.0,39.0,45.0
205000.0,35.0,27.0,210.0,96.0,366.0,40.0,48.0
206000.0,34.0,27.0,196.0,91.0,379.0,38.0,46.0
207000.0,34.0,24.0,199.0,92.0,366.0,37.0,43.0
208000.0,30.0,23.0,184.0,89.0,375.0,31.0,45.0
209000.0,26.0,26.0,191.0,91.0,391.0,38.0,40.0
210000.0,28.0,27.0,191.0,88.0,396.0,40.0,42.0
211000.0,31.0,30.0,183.0,88.0,381.0,36.0,39.0
212000.0,33.0,28.0,183.0,91.0,367.0,35.0,38.0
213000.0,33.0,29.0,187.0,93.0,376.0,35.0,44.0
214000.0,34.0,26.0,187.0,95.0,388.0,34.0,42.0
215000.0,35.0,22.0,189.0,82.0,399.0,35.0,40.0
216000.0,31.0,25.0,184.0,81.0,409.0,27.0,39.0
217000.0,29.0,24.0,191.0,78.0,415.0,28.0,35.0
218000.0,33.0,28.0,199.0,73.0,419.0,25.0,31.0
219000.0,29.0,27.0,194.0,80.0,424.0,25.0,35.0
220000.0,27.0,25.0,191.0,75.0,424.0,28.0,37.0
221000.0,29.0,24.0,193.0,81.0,431.0,30.0,35.0
222000.0,31.0,21.0,201.0,81.0,433.0,30.0,33.0
223000.0,31.0,22.0,194.0,78.0,426.0,29.0,35.0
224000.0,32.0,28.0,186.0,82.0,427.0,29.0,35.0
225000.0,31.0,26.0,168.0,78.0,435.0,28.0,33.0
226000.0,35.0,27.0,166.0,76.0,443.0,30.0,33.0
227000.0,30.0,26.0,177.0,67.0,447.0,37.0,28.0
228000.0,31.0,26.0,173.0,67.0,443.0,35.0,32.0
229000.0,31.0,22.0,175.0,66.0,452.0,38.0,29.0
230000.0,30.0,25.0,172.0,69.0,459.0,37.0,31.0
231000.0,27.0,24.0,172.0,70.0,455.0,31.0,40.0
232000.0,31.0,23.0,166.0,66.0,463.0,30.0,36.0
233000.0,35.0,22.0,165.0,61.0,457.0,30.0,36.0
234000.0,34.0,22.0,163.0,57.0,457.0,32.0,39.0
235000.0,36.0,22.0,172.0,54.0,462.0,28.0,34.0
236000.0,33.0,27.0,167.0,53.0,471.0,28.0,32.0
237000.0,30.0,31.0,168.0,58.0,486.0,26.0,31.0
238000.0,27.0,30.0,170.0,64.0,467.0,25.0,34.0
239000.0,24.0,24.0,173.0,63.0,480.0,26.0,34.0
240000.0,23.0,25.0,164.0,64.0,487.0,27.0,31.0
241000.0,22.0,23.0,161.0,66.0,485.0,25.0,32.0
242000.0,23.0,28.0,157.0,71.0,481.0,23.0,30.0
243000.0,22.0,22.0,153.0,65.0,489.0,25.0,35.0
244000.0,22.0,25.0,156.0,66.0,494.0,31.0,33.0
245000.0,24.0,25.0,153.0,63.0,500.0,26.0,35.0
246000.0,21.0,25.0,157.0,59.0,491.0,26.0,40.0
247000.0,24.0,24.0,142.0,59.0,503.0,28.0,39.0
248000.0,24.0,25.0,150.0,65.0,517.0,25.0,36.0
249000.0,24.0,26.0,147.0,60.0,521.0,21.0,40.0
250000.0,21.0,20.0,152.0,61.0,507.0,25.0,37.0
251000.0,26.0,28.0,147.0,57.0,503.0,21.0,37.0
252000.0,28.0,28.0,149.0,59.0,503.0,21.0,41.0
253000.0,25.0,26.0,135.0,61.0,530.0,17.0,35.0
254000.0,25.0,27.0,139.0,61.0,534.0,19.0,32.0
255000.0,26.0,29.0,123.0,58.0,548.0,19.0,34.0
256000.0,19.0,27.0,130.0,57.0,547.0,21.0,32.0
257000.0,22.0,26.0,130.0,57.0,552.0,19.0,31.0
258000.0,24.0,25.0,118.0,55.0,558.0,18.0,31.0
259000.0,22.0,24.0,119.0,56.0,563.0,19.0,33.0
260000.0,19.0,24.0,118.0,62.0,569.0,16.0,33.0
261000.0,20.0,24.0,111.0,59.0,581.0,17.0,32.0
262000.0,16.0,27.0,118.0,60.0,581.0,18.0,33.0
263000.0,21.0,25.0,105.0,61.0,581.0,21.0,35.0
264000.0,14.0,24.0,109.0,57.0,592.0,19.0,36.0
265000.0,17.0,22.0,97.0,60.0,587.0,18.0,35.0
266000.0,15.0,20.0,97.0,56.0,592.0,20.0,38.0
267000.0,17.0,21.0,99.0,56.0,594.0,24.0,38.0
268000.0,22.0,20.0,99.0,58.0,598.0,19.0,36.0
269000.0,22.0,18.0,99.0,59.0,590.0,19.0,31.0
270000.0,21.0,27.0,101.0,58.0,597.0,21.0,32.0
271000.0,22.0,24.0,90.0,55.0,599.0,21.0,35.0
272000.0,22.0,24.0,80.0,53.0,605.0,17.0,31.0
273000.0,20.0,25.0,73.0,51.0,614.0,22.0,34.0
274000.0,20.0,25.0,78.0,52.0,611.0,18.0,36.0
275000.0,19.0,25.0,86.0,48.0,615.0,20.0,38.0
276000.0,19.0,24.0,74.0,52.0,605.0,20.0,37.0
277000.0,23.0,27.0,71.0,57.0,610.0,20.0,36.0
278000.0,20.0,24.0,69.0,55.0,616.0,17.0,36.0
279000.0,22.0,21.0,72.0,52.0,612.0,14.0,38.0
280000.0,23.0,24.0,77.0,51.0,612.0,16.0,41.0
281000.0,21.0,23.0,63.0,48.0,635.0,18.0,33.0
282000.0,24.0,27.0,67.0,48.0,657.0,21.0,32.0
283000.0,22.0,25.0,65.0,46.0,651.0,20.0,30.0
284000.0,20.0,25.0,64.0,49.0,659.0,19.0,32.0
285000.0,17.0,22.0,62.0,47.0,669.0,17.0,31.0
286000.0,19.0,20.0,57.0,50.0,683.0,16.0,31.0
287000.0,17.0,23.0,55.0,51.0,663.0,17.0,30.0
288000.0,17.0,24.0,50.0,56.0,658.0,14.0,30.0
289000.0,16.0,28.0,44.0,54.0,670.0,14.0,32.0
290000.0,15.0,25.0,45.0,54.0,687.0,12.0,36.0
291000.0,16.0,26.0,40.0,52.0,668.0,12.0,36.0
292000.0,16.0,27.0,38.0,56.0,679.0,12.0,35.0
