0.0,0.0,475.0,474.0
1000.0,5.0,417.0,399.0
2000.0,11.0,418.0,400.0
3000.0,13.0,412.0,382.0
4000.0,13.0,410.0,409.0
5000.0,21.0,425.0,394.0
6000.0,22.0,412.0,399.0
7000.0,23.0,402.0,401.0
8000.0,30.0,387.0,405.0
9000.0,33.0,402.0,409.0
10000.0,38.0,399.0,397.0
11000.0,32.0,416.0,390.0
12000.0,30.0,458.0,375.0
13000.0,31.0,444.0,376.0
14000.0,32.0,421.0,384.0
15000.0,33.0,429.0,378.0
16000.0,38.0,434.0,393.0
17000.0,36.0,406.0,397.0
18000.0,33.0,412.0,396.0
19000.0,31.0,422.0,397.0
20000.0,33.0,412.0,397.0
21000.0,40.0,409.0,417.0
22000.0,40.0,385.0,417.0
23000.0,46.0,390.0,422.0
24000.0,48.0,403.0,407.0
25000.0,50.0,425.0,393.0
26000.0,46.0,402.0,398.0
27000.0,49.0,386.0,404.0
28000.0,55.0,411.0,383.0
29000.0,54.0,401.0,373.0
30000.0,46.0,409.0,391.0
31000.0,50.0,408.0,397.0
32000.0,51.0,405.0,392.0
33000.0,50.0,408.0,384.0
34000.0,59.0,429.0,381.0
35000.0,56.0,417.0,376.0
36000.0,56.0,403.0,393.0
37000.0,54.0,418.0,385.0
38000.0,56.0,409.0,382.0
39000.0,50.0,426.0,366.0
40000.0,50.0,422.0,375.0
41000.0,52.0,436.0,363.0
42000.0,53.0,449.0,363.0
43000.0,55.0,452.0,346.0
44000.0,51.0,453.0,350.0
45000.0,56.0,456.0,342.0
46000.0,52.0,467.0,336.0
47000.0,61.0,462.0,356.0
48000.0,55.0,460.0,344.0
49000.0,56.0,461.0,350.0
50000.0,55.0,456.0,348.0
51000.0,50.0,455.0,343.0
52000.0,53.0,453.0,341.0
53000.0,56.0,446.0,340.0
54000.0,54.0,444.0,346.0
55000.0,49.0,442.0,346.0
56000.0,53.0,445.0,340.0
57000.0,63.0,452.0,339.0
58000.0,66.0,448.0,340.0
59000.0,59.0,445.0,343.0
60000.0,52.0,466.0,332.0
61000.0,53.0,464.0,319.0
62000.0,55.0,455.0,329.0
63000.0,66.0,446.0,340.0
64000.0,61.0,446.0,343.0
65000.0,59.0,436.0,345.0
66000.0,63.0,450.0,323.0
67000.0,62.0,465.0,327.0
68000.0,63.0,461.0,326.0
69000.0,61.0,464.0,318.0
70000.0,57.0,459.0,327.0
71000.0,62.0,478.0,307.0
72000.0,59.0,471.0,319.0
73000.0,64.0,482.0,307.0
74000.0,64.0,490.0,311.0
75000.0,69.0,475.0,309.0
76000.0,76.0,468.0,306.0
77000.0,74.0,470.0,310.0
78000.0,84.0,461.0,308.0
79000.0,80.0,465.0,306.0
80000.0,74.0,452.0,320.0
81000.0,65.0,472.0,322.0
82000.0,65.0,491.0,315.0
83000.0,60.0,477.0,303.0
84000.0,58.0,464.0,306.0
85000.0,69.0,485.0,285.0
86000.0,68.0,491.0,286.0
87000.0,72.0,505.0,271.0
88000.0,71.0,504.0,283.0
89000.0,68.0,513.0,275.0
90000.0,66.0,521.0,268.0
91000.0,67.0,516.0,265.0
92000.0,69.0,540.0,248.0
93000.0,66.0,557.0,231.0
94000.0,61.0,557.0,237.0
95000.0,62.0,562.0,237.0
96000.0,64.0,565.0,227.0
97000.0,62.0,572.0,230.0
98000.0,61.0,591.0,218.0
99000.0,63.0,590.0,210.0
100000.0,64.0,583.0,201.0
101000.0,63.0,618.0,195.0
102000.0,64.0,618.0,199.0
103000.0,69.0,611.0,189.0
104000.0,70.0,618.0,178.0
105000.0,71.0,616.0,184.0
106000.0,67.0,627.0,189.0
107000.0,68.0,611.0,192.0
108000.0,64.0,619.0,185.0
109000.0,66.0,618.0,181.0
110000.0,67.0,624.0,192.0
111000.0,63.0,644.0,186.0
112000.0,56.0,650.0,169.0
113000.0,53.0,662.0,166.0
114000.0,61.0,663.0,168.0
115000.0,64.0,661.0,159.0
116000.0,59.0,654.0,162.0
117000.0,57.0,661.0,155.0
118000.0,55.0,658.0,152.0
119000.0,53.0,664.0,167.0
120000.0,56.0,670.0,161.0
