0.0,0.0,166.0,166.0,165.0,166.0,166.0
1000.0,14.0,129.0,134.0,117.0,119.0,120.0
2000.0,40.0,121.0,128.0,101.0,108.0,110.0
3000.0,51.0,118.0,135.0,99.0,114.0,115.0
4000.0,68.0,111.0,122.0,98.0,108.0,120.0
5000.0,77.0,122.0,109.0,89.0,112.0,130.0
6000.0,78.0,117.0,118.0,96.0,103.0,126.0
7000.0,92.0,126.0,109.0,94.0,106.0,117.0
8000.0,101.0,125.0,122.0,91.0,108.0,116.0
9000.0,113.0,127.0,132.0,87.0,101.0,100.0
10000.0,118.0,124.0,133.0,94.0,103.0,100.0
11000.0,133.0,119.0,136.0,93.0,103.0,90.0
12000.0,131.0,107.0,126.0,95.0,107.0,86.0
13000.0,142.0,104.0,125.0,91.0,108.0,82.0
14000.0,150.0,105.0,126.0,98.0,106.0,77.0
15000.0,154.0,105.0,126.0,98.0,114.0,84.0
16000.0,165.0,105.0,129.0,100.0,108.0,83.0
17000.0,178.0,109.0,119.0,105.0,109.0,82.0
18000.0,185.0,99.0,126.0,100.0,110.0,81.0
19000.0,180.0,106.0,122.0,100.0,96.0,82.0
20000.0,202.0,108.0,111.0,95.0,99.0,85.0
21000.0,215.0,106.0,114.0,93.0,101.0,76.0
22000.0,207.0,108.0,118.0,90.0,105.0,79.0
23000.0,213.0,101.0,112.0,89.0,96.0,76.0
24000.0,224.0,109.0,112.0,80.0,94.0,72.0
25000.0,228.0,99.0,113.0,86.0,95.0,69.0
26000.0,226.0,96.0,120.0,74.0,91.0,73.0
27000.0,241.0,93.0,117.0,77.0,88.0,69.0
28000.0,248.0,96.0,124.0,76.0,92.0,67.0
29000.0,256.0,91.0,126.0,73.0,97.0,69.0
30000.0,256.0,89.0,117.0,79.0,93.0,77.0
31000.0,274.0,80.0,110.0,76.0,93.0,70.0
32000.0,280.0,87.0,118.0,69.0,95.0,67.0
33000.0,283.0,81.0,117.0,67.0,91.0,69.0
34000.0,288.0,75.0,122.0,70.0,90.0,67.0
35000.0,291.0,69.0,129.0,64.0,90.0,66.0
36000.0,286.0,77.0,119.0,64.0,92.0,64.0
37000.0,296.0,77.0,118.0,66.0,88.0,67.0
38000.0,298.0,73.0,117.0,70.0,87.0,63.0
39000.0,296.0,69.0,109.0,67.0,88.0,66.0
40000.0,283.0,70.0,119.0,65.0,93.0,63.0
41000.0,285.0,74.0,117.0,68.0,90.0,66.0
42000.0,284.0,76.0,107.0,65.0,91.0,73.0
43000.0,292.0,76.0,109.0,63.0,85.0,65.0
44000.0,308.0,73.0,105.0,76.0,82.0,68.0
45000.0,314.0,72.0,102.0,74.0,82.0,64.0
46000.0,313.0,75.0,100.0,65.0,84.0,61.0
47000.0,306.0,74.0,101.0,66.0,86.0,65.0
48000.0,315.0,79.0,85.0,65.0,82.0,68.0
49000.0,327.0,84.0,87.0,60.0,86.0,65.0
50000.0,342.0,74.0,82.0,62.0,85.0,55.0
51000.0,328.0,75.0,86.0,60.0,88.0,59.0
52000.0,325.0,73.0,87.0,63.0,87.0,53.0
53000.0,335.0,77.0,88.0,60.0,90.0,55.0
54000.0,339.0,81.0,89.0,54.0,88.0,54.0
55000.0,346.0,83.0,80.0,55.0,91.0,55.0
56000.0,354.0,82.0,77.0,50.0,88.0,55.0
57000.0,367.0,77.0,81.0,53.0,81.0,52.0
58000.0,371.0,74.0,79.0,56.0,75.0,54.0
59000.0,384.0,80.0,80.0,56.0,66.0,53.0
60000.0,384.0,74.0,84.0,54.0,64.0,55.0
61000.0,396.0,80.0,84.0,49.0,68.0,58.0
62000.0,397.0,78.0,82.0,49.0,70.0,53.0
63000.0,398.0,77.0,89.0,47.0,74.0,49.0
64000.0,417.0,75.0,83.0,44.0,70.0,45.0
65000.0,415.0,76.0,80.0,41.0,72.0,44.0
66000.0,419.0,75.0,79.0,38.0,69.0,47.0
67000.0,427.0,74.0,75.0,41.0,69.0,42.0
68000.0,422.0,76.0,79.0,38.0,67.0,42.0
69000.0,431.0,71.0,76.0,41.0,68.0,47.0
70000.0,433.0,71.0,76.0,42.0,64.0,50.0
