0.0,0.0,233.0,233.0,231.0,232.0
1000.0,5.0,193.0,179.0,178.0,164.0
2000.0,11.0,181.0,173.0,183.0,159.0
3000.0,13.0,181.0,167.0,195.0,165.0
4000.0,21.0,184.0,174.0,180.0,167.0
5000.0,21.0,201.0,190.0,171.0,174.0
6000.0,23.0,199.0,182.0,169.0,166.0
7000.0,22.0,185.0,197.0,176.0,161.0
8000.0,23.0,194.0,201.0,173.0,163.0
9000.0,27.0,188.0,204.0,174.0,169.0
10000.0,36.0,183.0,215.0,178.0,169.0
11000.0,31.0,193.0,203.0,167.0,161.0
12000.0,35.0,189.0,213.0,175.0,163.0
13000.0,38.0,194.0,215.0,172.0,155.0
14000.0,39.0,215.0,214.0,180.0,157.0
15000.0,38.0,210.0,212.0,178.0,148.0
16000.0,38.0,196.0,221.0,164.0,151.0
17000.0,37.0,200.0,219.0,157.0,143.0
18000.0,40.0,190.0,224.0,167.0,147.0
19000.0,41.0,180.0,226.0,180.0,157.0
20000.0,46.0,185.0,226.0,168.0,157.0
21000.0,50.0,179.0,225.0,173.0,156.0
22000.0,49.0,177.0,225.0,174.0,156.0
23000.0,52.0,173.0,215.0,175.0,160.0
24000.0,53.0,181.0,226.0,182.0,159.0
25000.0,59.0,176.0,219.0,174.0,155.0
26000.0,58.0,186.0,235.0,172.0,148.0
27000.0,56.0,181.0,234.0,169.0,149.0
28000.0,53.0,169.0,231.0,168.0,146.0
29000.0,57.0,180.0,227.0,182.0,151.0
30000.0,48.0,178.0,230.0,192.0,154.0
31000.0,55.0,165.0,233.0,172.0,139.0
32000.0,51.0,170.0,237.0,176.0,145.0
33000.0,57.0,172.0,236.0,171.0,149.0
34000.0,55.0,177.0,229.0,166.0,148.0
35000.0,52.0,176.0,237.0,163.0,136.0
36000.0,54.0,177.0,237.0,156.0,143.0
37000.0,50.0,175.0,237.0,173.0,131.0
38000.0,52.0,179.0,233.0,175.0,131.0
39000.0,56.0,177.0,234.0,176.0,121.0
40000.0,67.0,180.0,241.0,175.0,123.0
41000.0,66.0,177.0,249.0,164.0,120.0
42000.0,72.0,171.0,247.0,176.0,123.0
43000.0,65.0,181.0,240.0,176.0,120.0
44000.0,62.0,172.0,239.0,174.0,118.0
45000.0,60.0,174.0,246.0,173.0,115.0
46000.0,66.0,182.0,245.0,175.0,110.0
47000.0,65.0,184.0,239.0,171.0,114.0
48000.0,58.0,186.0,238.0,166.0,120.0
49000.0,58.0,177.0,258.0,167.0,123.0
50000.0,63.0,184.0,263.0,173.0,110.0
51000.0,71.0,176.0,254.0,166.0,117.0
52000.0,70.0,177.0,261.0,173.0,106.0
53000.0,67.0,181.0,265.0,162.0,122.0
54000.0,71.0,197.0,258.0,157.0,117.0
55000.0,73.0,189.0,261.0,152.0,116.0
56000.0,72.0,189.0,266.0,146.0,109.0
57000.0,69.0,202.0,261.0,150.0,116.0
58000.0,72.0,200.0,255.0,154.0,113.0
59000.0,64.0,195.0,268.0,151.0,117.0
60000.0,65.0,197.0,268.0,152.0,116.0
61000.0,71.0,201.0,275.0,142.0,115.0
62000.0,75.0,205.0,268.0,142.0,112.0
63000.0,76.0,198.0,283.0,129.0,105.0
64000.0,76.0,194.0,275.0,126.0,104.0
65000.0,67.0,202.0,281.0,131.0,110.0
66000.0,72.0,201.0,288.0,123.0,103.0
67000.0,76.0,192.0,275.0,129.0,114.0
68000.0,73.0,180.0,294.0,127.0,114.0
69000.0,73.0,180.0,302.0,122.0,103.0
70000.0,72.0,179.0,304.0,119.0,102.0
71000.0,67.0,183.0,307.0,124.0,103.0
72000.0,71.0,179.0,303.0,131.0,101.0
73000.0,80.0,196.0,294.0,125.0,105.0
74000.0,75.0,189.0,293.0,130.0,93.0
75000.0,71.0,184.0,294.0,126.0,99.0
76000.0,76.0,188.0,293.0,130.0,99.0
77000.0,81.0,194.0,288.0,133.0,96.0
78000.0,77.0,195.0,282.0,125.0,95.0
79000.0,80.0,191.0,297.0,119.0,100.0
80000.0,78.0,197.0,314.0,114.0,96.0
81000.0,68.0,190.0,299.0,119.0,95.0
82000.0,67.0,195.0,314.0,119.0,94.0
83000.0,74.0,197.0,301.0,121.0,93.0
84000.0,74.0,196.0,304.0,112.0,91.0
85000.0,75.0,207.0,300.0,102.0,95.0
86000.0,74.0,214.0,327.0,103.0,86.0
87000.0,79.0,214.0,305.0,103.0,88.0
88000.0,80.0,210.0,325.0,107.0,84.0
89000.0,87.0,199.0,323.0,105.0,84.0
90000.0,84.0,189.0,323.0,111.0,78.0
91000.0,82.0,185.0,332.0,109.0,84.0
92000.0,82.0,185.0,337.0,107.0,87.0
93000.0,83.0,195.0,321.0,113.0,90.0
94000.0,82.0,193.0,323.0,110.0,85.0
95000.0,87.0,182.0,324.0,107.0,95.0
96000.0,87.0,177.0,319.0,113.0,89.0
97000.0,93.0,177.0,324.0,110.0,87.0
98000.0,100.0,176.0,309.0,115.0,84.0
