0.0,0.0,309.0,310.0,310.0
1000.0,1.0,249.0,243.0,254.0
2000.0,2.0,249.0,253.0,243.0
3000.0,3.0,255.0,247.0,231.0
4000.0,6.0,278.0,246.0,238.0
5000.0,6.0,287.0,250.0,235.0
6000.0,6.0,276.0,252.0,244.0
7000.0,7.0,269.0,260.0,240.0
8000.0,8.0,282.0,266.0,232.0
9000.0,7.0,278.0,267.0,232.0
10000.0,11.0,272.0,256.0,226.0
11000.0,15.0,271.0,280.0,237.0
12000.0,11.0,279.0,280.0,223.0
13000.0,12.0,293.0,280.0,211.0
14000.0,13.0,286.0,284.0,227.0
15000.0,13.0,287.0,278.0,225.0
16000.0,18.0,276.0,276.0,234.0
17000.0,18.0,275.0,280.0,241.0
18000.0,20.0,274.0,287.0,218.0
19000.0,18.0,272.0,286.0,231.0
20000.0,19.0,262.0,285.0,227.0
21000.0,18.0,259.0,297.0,225.0
22000.0,20.0,261.0,300.0,210.0
23000.0,21.0,262.0,294.0,229.0
24000.0,19.0,248.0,315.0,230.0
25000.0,18.0,261.0,305.0,236.0
26000.0,17.0,251.0,311.0,230.0
27000.0,17.0,240.0,315.0,247.0
28000.0,17.0,254.0,300.0,235.0
29000.0,16.0,255.0,296.0,223.0
30000.0,15.0,256.0,306.0,224.0
31000.0,20.0,252.0,316.0,226.0
32000.0,24.0,254.0,302.0,236.0
33000.0,21.0,248.0,294.0,243.0
34000.0,22.0,246.0,308.0,227.0
35000.0,19.0,249.0,301.0,227.0
36000.0,20.0,254.0,298.0,236.0
37000.0,16.0,245.0,303.0,244.0
38000.0,15.0,248.0,296.0,224.0
39000.0,19.0,262.0,304.0,229.0
40000.0,21.0,256.0,308.0,229.0
41000.0,23.0,236.0,331.0,234.0
42000.0,19.0,250.0,320.0,220.0
43000.0,16.0,241.0,323.0,228.0
44000.0,20.0,246.0,326.0,223.0
45000.0,19.0,254.0,335.0,212.0
46000.0,18.0,249.0,331.0,211.0
47000.0,20.0,246.0,347.0,215.0
48000.0,21.0,236.0,336.0,215.0
49000.0,17.0,247.0,338.0,215.0
50000.0,20.0,250.0,347.0,205.0
51000.0,16.0,247.0,341.0,211.0
52000.0,16.0,241.0,338.0,214.0
53000.0,18.0,237.0,348.0,208.0
54000.0,15.0,250.0,335.0,215.0
55000.0,18.0,244.0,333.0,213.0
56000.0,19.0,235.0,337.0,218.0
57000.0,18.0,237.0,340.0,212.0
58000.0,16.0,245.0,349.0,212.0
59000.0,21.0,249.0,349.0,205.0
60000.0,18.0,237.0,340.0,204.0
61000.0,16.0,253.0,359.0,196.0
62000.0,21.0,243.0,363.0,196.0
63000.0,19.0,235.0,346.0,201.0
64000.0,21.0,236.0,350.0,203.0
65000.0,21.0,252.0,334.0,209.0
66000.0,24.0,242.0,339.0,201.0
67000.0,22.0,241.0,353.0,198.0
68000.0,21.0,239.0,337.0,199.0
69000.0,21.0,253.0,340.0,200.0
70000.0,22.0,255.0,342.0,201.0
71000.0,20.0,240.0,339.0,194.0
72000.0,20.0,243.0,346.0,204.0
73000.0,21.0,232.0,352.0,198.0
74000.0,19.0,223.0,374.0,192.0
75000.0,23.0,225.0,368.0,192.0
76000.0,20.0,207.0,377.0,207.0
77000.0,21.0,215.0,390.0,208.0
78000.0,21.0,224.0,379.0,203.0
79000.0,20.0,224.0,398.0,183.0
80000.0,19.0,228.0,403.0,171.0
81000.0,18.0,234.0,396.0,170.0
82000.0,18.0,230.0,402.0,171.0
83000.0,18.0,213.0,414.0,167.0
84000.0,21.0,208.0,413.0,172.0
85000.0,21.0,217.0,388.0,167.0
86000.0,22.0,203.0,410.0,181.0
87000.0,24.0,207.0,418.0,165.0
88000.0,18.0,202.0,418.0,165.0
89000.0,20.0,202.0,431.0,173.0
90000.0,18.0,195.0,433.0,166.0
91000.0,24.0,203.0,435.0,155.0
92000.0,28.0,193.0,437.0,155.0
93000.0,25.0,197.0,431.0,153.0
94000.0,28.0,209.0,433.0,154.0
95000.0,31.0,213.0,426.0,157.0
96000.0,28.0,210.0,423.0,145.0
97000.0,27.0,211.0,440.0,139.0
98000.0,26.0,198.0,441.0,148.0
99000.0,29.0,208.0,454.0,130.0
100000.0,21.0,206.0,453.0,134.0
101000.0,22.0,215.0,448.0,131.0
102000.0,20.0,202.0,442.0,147.0
103000.0,26.0,200.0,456.0,144.0
104000.0,25.0,219.0,429.0,155.0
105000.0,23.0,214.0,449.0,136.0
106000.0,24.0,226.0,440.0,140.0
107000.0,23.0,234.0,435.0,130.0
108000.0,24.0,224.0,443.0,140.0
109000.0,21.0,232.0,423.0,142.0
110000.0,24.0,227.0,416.0,145.0
111000.0,25.0,229.0,421.0,150.0
112000.0,28.0,227.0,419.0,150.0
113000.0,23.0,233.0,428.0,150.0
114000.0,26.0,237.0,422.0,144.0
115000.0,25.0,231.0,414.0,157.0
116000.0,26.0,228.0,429.0,141.0
117000.0,25.0,229.0,435.0,136.0
118000.0,21.0,215.0,437.0,145.0
119000.0,21.0,212.0,432.0,143.0
120000.0,22.0,205.0,446.0,145.0
121000.0,19.0,214.0,446.0,146.0
122000.0,19.0,206.0,445.0,148.0
123000.0,19.0,211.0,454.0,148.0
124000.0,21.0,210.0,450.0,147.0
125000.0,19.0,207.0,446.0,152.0
126000.0,20.0,196.0,456.0,154.0
127000.0,23.0,189.0,454.0,146.0
128000.0,24.0,191.0,486.0,127.0
129000.0,22.0,188.0,489.0,127.0
130000.0,25.0,184.0,490.0,126.0
131000.0,23.0,181.0,507.0,127.0
132000.0,26.0,177.0,506.0,118.0
133000.0,21.0,179.0,507.0,118.0
134000.0,20.0,176.0,519.0,119.0
135000.0,20.0,169.0,524.0,117.0
136000.0,19.0,173.0,520.0,113.0
137000.0,14.0,165.0,535.0,123.0
138000.0,15.0,174.0,521.0,112.0
139000.0,14.0,174.0,536.0,106.0
140000.0,16.0,187.0,538.0,103.0
141000.0,15.0,183.0,533.0,99.0
142000.0,21.0,178.0,531.0,107.0
143000.0,20.0,176.0,537.0,103.0
144000.0,25.0,169.0,559.0,106.0
